age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;y
34;blue-collar;married;basic.9y;no;yes;no;cellular;may;mon;178;1;999;0;nonexistent;no
34;blue-collar;married;basic.9y;no;yes;no;telephone;jun;fri;232;2;999;0;nonexistent;no
34;blue-collar;single;basic.9y;unknown;yes;no;telephone;may;mon;55;1;999;0;nonexistent;no
34;blue-collar;divorced;basic.4y;unknown;no;no;telephone;jun;mon;178;1;999;0;nonexistent;no
34;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;192;3;999;0;nonexistent;no
34;blue-collar;married;basic.6y;no;yes;no;cellular;may;tue;162;1;999;1;failure;no
34;blue-collar;married;basic.6y;unknown;no;no;telephone;jun;fri;176;1;999;0;nonexistent;no
60;services;married;unknown;no;no;no;telephone;may;tue;360;1;999;0;nonexistent;no
60;services;married;unknown;no;no;no;telephone;may;wed;283;1;999;0;nonexistent;no
60;services;married;high.school;unknown;no;no;cellular;aug;tue;73;1;999;0;nonexistent;no
60;services;married;unknown;no;yes;no;telephone;may;wed;333;1;999;0;nonexistent;no
60;services;married;basic.4y;no;yes;no;telephone;aug;wed;767;7;999;0;nonexistent;no
55;retired;married;basic.4y;unknown;yes;yes;cellular;aug;wed;89;1;999;0;nonexistent;no
55;retired;married;university.degree;unknown;no;no;telephone;may;thu;207;1;999;0;nonexistent;no
55;retired;divorced;university.degree;no;yes;no;cellular;jun;mon;113;2;999;0;nonexistent;no
55;retired;divorced;basic.6y;unknown;no;no;telephone;jun;mon;228;2;999;0;nonexistent;no
55;retired;married;professional.course;no;yes;no;telephone;may;thu;301;1;999;0;nonexistent;no
55;retired;married;basic.4y;no;yes;no;cellular;aug;fri;137;1;3;1;success;yes
55;retired;married;high.school;no;yes;no;cellular;oct;thu;424;2;7;1;success;yes
55;retired;married;basic.4y;no;no;no;cellular;jun;tue;130;2;999;0;nonexistent;no
55;retired;divorced;professional.course;no;no;no;telephone;may;tue;85;1;999;0;nonexistent;no
55;retired;married;basic.9y;unknown;no;no;telephone;may;mon;114;1;999;1;failure;no
91;retired;married;university.degree;no;yes;yes;cellular;sep;wed;837;1;999;2;failure;no
21;admin.;single;high.school;no;yes;no;cellular;jun;wed;180;1;999;0;nonexistent;no
21;admin.;single;basic.9y;no;yes;yes;telephone;may;tue;171;1;999;0;nonexistent;no
21;admin.;single;high.school;no;yes;no;cellular;jul;wed;102;1;999;0;nonexistent;no
21;admin.;single;high.school;no;no;no;cellular;apr;thu;97;2;999;0;nonexistent;no
21;admin.;single;high.school;no;no;yes;cellular;may;thu;240;1;999;0;nonexistent;no
21;admin.;single;high.school;no;no;no;cellular;apr;thu;264;1;999;0;nonexistent;no
21;admin.;single;high.school;no;no;no;cellular;jun;mon;173;1;999;0;nonexistent;yes
21;admin.;married;unknown;no;yes;no;cellular;jul;fri;528;3;999;0;nonexistent;no
21;admin.;single;high.school;no;yes;no;cellular;jul;wed;680;1;999;0;nonexistent;no
23;retired;single;professional.course;no;yes;no;cellular;jul;thu;102;2;999;0;nonexistent;no
36;technician;single;professional.course;no;yes;no;cellular;aug;thu;474;1;999;0;nonexistent;yes
36;technician;married;unknown;no;yes;no;telephone;may;tue;322;2;999;0;nonexistent;no
36;technician;married;professional.course;no;yes;no;telephone;may;mon;232;3;999;0;nonexistent;no
36;technician;single;high.school;no;yes;no;cellular;may;thu;208;1;999;1;failure;no
36;technician;married;university.degree;no;yes;yes;telephone;may;tue;232;4;999;0;nonexistent;no
36;technician;single;professional.course;no;no;no;cellular;jul;thu;54;4;999;0;nonexistent;no
36;technician;single;professional.course;no;yes;no;cellular;jun;tue;569;2;999;0;nonexistent;no
36;technician;married;professional.course;no;no;no;cellular;may;tue;541;2;999;0;nonexistent;no
36;technician;single;professional.course;no;yes;yes;cellular;jul;thu;164;3;999;0;nonexistent;no
36;technician;single;high.school;no;yes;no;telephone;may;mon;142;2;999;0;nonexistent;no
29;self-employed;married;university.degree;no;no;no;cellular;nov;thu;157;2;999;0;nonexistent;no
29;self-employed;married;high.school;no;no;no;telephone;jun;mon;238;6;999;0;nonexistent;no
29;self-employed;married;high.school;no;no;no;telephone;may;mon;304;4;999;0;nonexistent;no
29;self-employed;married;university.degree;no;no;no;cellular;may;tue;376;2;999;0;nonexistent;no
29;self-employed;single;university.degree;no;yes;yes;cellular;jul;thu;22;8;999;0;nonexistent;no
29;self-employed;single;university.degree;no;yes;yes;cellular;sep;wed;95;2;999;0;nonexistent;no
29;self-employed;married;university.degree;no;yes;no;cellular;mar;wed;95;4;999;0;nonexistent;yes
29;self-employed;single;professional.course;no;no;no;telephone;jun;tue;199;7;999;0;nonexistent;no
29;self-employed;single;university.degree;no;yes;no;cellular;jul;mon;212;7;999;0;nonexistent;no
29;self-employed;married;university.degree;no;no;no;cellular;may;tue;107;2;999;0;nonexistent;no
37;services;married;high.school;unknown;yes;yes;telephone;may;thu;73;3;999;0;nonexistent;no
37;services;married;high.school;no;yes;no;cellular;may;wed;130;1;999;0;nonexistent;no
37;services;married;high.school;no;no;no;telephone;jun;fri;115;4;999;0;nonexistent;no
37;services;married;high.school;no;no;no;telephone;may;thu;1187;2;999;0;nonexistent;no
37;services;married;high.school;no;no;no;telephone;jun;mon;88;1;999;0;nonexistent;no
37;services;married;basic.9y;unknown;yes;no;telephone;may;wed;211;1;999;0;nonexistent;no
37;services;married;basic.6y;no;yes;no;cellular;may;tue;114;1;999;0;nonexistent;no
37;services;single;professional.course;no;yes;no;cellular;apr;mon;307;4;999;0;nonexistent;no
37;services;married;high.school;no;no;no;telephone;may;fri;680;3;999;0;nonexistent;no
37;services;married;basic.9y;no;yes;no;cellular;may;thu;166;1;999;0;nonexistent;no
35;services;single;basic.9y;no;no;no;cellular;jul;fri;61;2;999;0;nonexistent;no
35;services;divorced;university.degree;no;yes;no;cellular;jul;tue;722;2;999;0;nonexistent;yes
35;services;married;basic.6y;no;no;no;cellular;may;mon;592;1;3;1;success;yes
35;services;divorced;high.school;unknown;no;yes;cellular;jul;mon;97;2;999;0;nonexistent;no
35;services;married;basic.6y;unknown;no;no;cellular;may;tue;178;2;999;1;failure;no
35;services;single;high.school;unknown;yes;no;telephone;jun;tue;437;2;999;0;nonexistent;no
35;services;divorced;basic.9y;no;yes;yes;cellular;nov;tue;62;6;999;0;nonexistent;no
35;services;married;high.school;no;no;no;cellular;sep;tue;421;2;3;1;success;no
35;services;married;high.school;no;yes;no;telephone;may;wed;126;1;999;0;nonexistent;no
35;services;married;high.school;no;yes;no;cellular;jul;tue;110;3;999;0;nonexistent;no
71;management;married;university.degree;no;yes;no;cellular;oct;thu;127;3;999;2;failure;yes
27;services;single;high.school;no;yes;no;cellular;jul;mon;306;2;999;0;nonexistent;no
27;services;single;high.school;no;yes;no;cellular;may;thu;193;1;999;0;nonexistent;no
27;services;single;high.school;no;yes;no;cellular;jul;tue;168;3;999;0;nonexistent;no
27;services;married;basic.9y;no;yes;yes;cellular;may;mon;304;1;999;1;failure;no
27;services;single;high.school;no;no;no;cellular;may;fri;472;6;999;1;failure;no
27;services;single;university.degree;no;unknown;unknown;cellular;jul;wed;288;9;999;0;nonexistent;no
27;services;single;high.school;no;no;no;cellular;jul;mon;505;2;999;0;nonexistent;no
27;services;single;basic.9y;no;yes;yes;cellular;jul;tue;88;6;999;0;nonexistent;no
27;services;married;high.school;unknown;no;no;telephone;jul;fri;584;1;999;0;nonexistent;yes
27;services;single;high.school;no;yes;yes;cellular;may;thu;356;2;999;1;failure;no
31;entrepreneur;unknown;university.degree;no;no;no;cellular;oct;thu;164;1;999;0;nonexistent;yes
31;entrepreneur;married;basic.6y;no;yes;no;telephone;may;fri;108;3;999;0;nonexistent;no
31;entrepreneur;unknown;university.degree;no;yes;no;telephone;oct;thu;157;4;999;1;failure;no
31;entrepreneur;single;university.degree;no;no;no;cellular;nov;thu;1855;3;999;0;nonexistent;no
31;entrepreneur;single;high.school;no;no;no;cellular;nov;thu;189;1;999;0;nonexistent;no
31;entrepreneur;married;university.degree;no;no;no;cellular;aug;fri;188;1;999;0;nonexistent;no
31;entrepreneur;single;university.degree;no;yes;yes;cellular;may;thu;204;1;999;0;nonexistent;no
31;entrepreneur;single;university.degree;no;yes;yes;cellular;aug;wed;90;3;999;0;nonexistent;no
31;entrepreneur;single;basic.6y;unknown;yes;no;telephone;jun;fri;12;3;999;0;nonexistent;no
31;entrepreneur;married;university.degree;no;yes;no;cellular;aug;fri;138;1;999;0;nonexistent;no
51;housemaid;married;basic.4y;no;yes;no;telephone;jul;thu;179;4;999;0;nonexistent;no
51;housemaid;married;basic.4y;unknown;yes;no;cellular;jul;fri;135;2;999;0;nonexistent;no
51;housemaid;married;basic.4y;unknown;no;no;cellular;aug;mon;80;7;999;0;nonexistent;no
51;housemaid;married;basic.4y;no;yes;yes;cellular;jul;thu;97;1;999;1;failure;no
51;housemaid;married;high.school;no;no;no;cellular;nov;fri;28;4;999;0;nonexistent;no
51;housemaid;married;high.school;unknown;yes;yes;cellular;jul;fri;454;1;999;0;nonexistent;no
51;housemaid;married;unknown;no;no;no;cellular;aug;fri;273;1;999;1;failure;yes
51;housemaid;married;unknown;no;yes;yes;cellular;aug;fri;268;1;999;0;nonexistent;yes
51;housemaid;married;basic.4y;no;no;no;cellular;oct;tue;130;2;999;2;failure;no
51;housemaid;divorced;high.school;unknown;no;no;cellular;apr;fri;145;2;999;0;nonexistent;no
31;admin.;single;university.degree;no;yes;yes;cellular;aug;thu;95;7;999;0;nonexistent;no
31;admin.;single;university.degree;no;yes;no;cellular;aug;fri;76;4;999;0;nonexistent;no
31;admin.;married;university.degree;no;yes;no;cellular;may;tue;179;1;999;0;nonexistent;no
31;admin.;single;basic.9y;no;no;no;cellular;jul;mon;221;3;999;0;nonexistent;no
31;admin.;single;high.school;no;yes;no;cellular;jul;thu;304;2;999;0;nonexistent;no
31;admin.;divorced;university.degree;no;no;no;telephone;may;mon;53;5;999;0;nonexistent;no
31;admin.;married;university.degree;no;no;no;cellular;jul;fri;106;1;999;0;nonexistent;no
31;admin.;married;high.school;no;yes;no;cellular;apr;fri;139;2;999;0;nonexistent;no
31;admin.;single;high.school;unknown;yes;no;cellular;may;mon;309;1;999;0;nonexistent;yes
31;admin.;married;university.degree;no;yes;no;telephone;may;fri;90;2;999;0;nonexistent;no
52;entrepreneur;married;basic.9y;no;yes;no;cellular;jul;mon;165;5;999;0;nonexistent;no
52;entrepreneur;married;high.school;no;yes;no;telephone;jun;fri;273;1;999;0;nonexistent;no
52;entrepreneur;married;basic.6y;no;yes;no;cellular;may;mon;69;1;999;0;nonexistent;no
52;entrepreneur;married;university.degree;unknown;no;yes;telephone;jun;fri;60;3;999;0;nonexistent;no
52;entrepreneur;married;basic.4y;unknown;yes;no;telephone;jun;mon;535;2;999;0;nonexistent;no
52;entrepreneur;married;unknown;no;yes;no;cellular;nov;wed;149;1;999;0;nonexistent;no
52;entrepreneur;married;basic.9y;no;unknown;unknown;telephone;nov;mon;147;1;999;1;failure;no
52;entrepreneur;married;university.degree;unknown;no;no;telephone;may;mon;151;1;999;0;nonexistent;no
52;entrepreneur;divorced;basic.4y;no;no;no;telephone;jun;tue;69;4;999;0;nonexistent;no
52;entrepreneur;single;university.degree;no;yes;no;cellular;may;thu;11;5;999;0;nonexistent;no
62;technician;married;professional.course;no;yes;no;cellular;may;fri;181;2;999;1;failure;no
62;technician;married;unknown;no;unknown;unknown;cellular;jul;mon;220;3;999;1;failure;yes
62;technician;married;unknown;no;no;no;cellular;jul;mon;167;1;999;0;nonexistent;no
62;technician;married;unknown;no;no;no;cellular;jul;mon;262;2;999;2;failure;yes
62;technician;married;unknown;no;yes;no;cellular;apr;fri;215;2;999;1;failure;no
62;technician;married;unknown;no;no;no;cellular;mar;mon;105;2;999;0;nonexistent;no
62;technician;married;unknown;no;no;no;cellular;mar;mon;435;3;6;1;success;no
62;technician;married;unknown;no;no;yes;cellular;jul;mon;123;2;6;1;success;no
62;technician;married;unknown;no;yes;no;cellular;jul;mon;273;1;16;1;success;no
62;technician;married;unknown;no;yes;no;cellular;jul;mon;248;1;999;2;failure;yes
68;management;married;basic.9y;no;yes;no;cellular;dec;thu;97;1;999;2;failure;no
29;unknown;married;university.degree;no;unknown;unknown;telephone;may;fri;282;2;999;0;nonexistent;no
52;management;divorced;university.degree;no;no;no;telephone;jun;thu;20;1;999;0;nonexistent;no
52;management;married;university.degree;unknown;no;no;telephone;may;mon;467;5;999;0;nonexistent;no
52;management;married;professional.course;no;no;no;telephone;may;fri;393;1;999;0;nonexistent;no
52;management;married;university.degree;no;yes;no;telephone;may;fri;412;1;999;0;nonexistent;no
52;management;married;university.degree;no;yes;yes;cellular;nov;mon;172;3;999;0;nonexistent;no
52;management;married;unknown;unknown;yes;no;telephone;may;mon;250;2;999;0;nonexistent;no
52;management;married;high.school;no;no;no;cellular;aug;tue;408;1;999;0;nonexistent;yes
52;management;divorced;university.degree;no;no;no;telephone;may;wed;634;2;999;0;nonexistent;no
52;management;married;high.school;no;yes;no;cellular;nov;tue;75;1;999;1;failure;no
52;management;divorced;university.degree;no;no;no;telephone;may;tue;313;1;999;0;nonexistent;no
53;technician;married;high.school;no;yes;no;telephone;may;wed;274;2;999;0;nonexistent;no
53;technician;married;high.school;no;yes;no;cellular;aug;wed;78;1;999;0;nonexistent;no
53;technician;married;professional.course;no;no;no;cellular;sep;tue;925;1;3;1;success;yes
53;technician;married;professional.course;unknown;yes;no;cellular;aug;thu;70;4;999;0;nonexistent;no
53;technician;married;professional.course;no;yes;no;telephone;mar;mon;247;5;999;2;failure;no
53;technician;married;professional.course;unknown;no;no;telephone;jun;mon;54;1;999;0;nonexistent;no
53;technician;married;professional.course;unknown;no;no;telephone;jun;fri;421;6;999;0;nonexistent;no
53;technician;married;university.degree;no;no;no;telephone;jun;thu;498;7;999;0;nonexistent;no
53;technician;married;unknown;unknown;yes;no;cellular;jul;thu;988;5;999;0;nonexistent;no
53;technician;married;professional.course;unknown;yes;no;telephone;may;tue;170;1;999;0;nonexistent;no
59;management;married;university.degree;no;yes;no;cellular;aug;tue;0;10;999;0;nonexistent;no
59;management;married;university.degree;no;yes;no;cellular;aug;tue;210;2;999;1;failure;no
59;management;married;university.degree;no;no;yes;cellular;aug;mon;168;3;999;0;nonexistent;no
59;management;married;basic.4y;no;yes;no;cellular;mar;mon;284;2;999;0;nonexistent;no
59;management;married;basic.9y;unknown;yes;no;cellular;jul;fri;142;1;999;0;nonexistent;no
59;management;married;basic.4y;unknown;yes;yes;telephone;may;tue;318;1;999;0;nonexistent;no
59;management;married;university.degree;no;no;no;telephone;may;mon;460;5;999;0;nonexistent;yes
59;management;married;unknown;no;yes;no;cellular;sep;thu;107;1;999;0;nonexistent;no
59;management;married;basic.4y;unknown;unknown;unknown;telephone;may;tue;437;1;999;0;nonexistent;no
59;management;married;university.degree;no;yes;no;cellular;aug;wed;239;1;999;0;nonexistent;no
34;unemployed;married;unknown;no;yes;no;telephone;may;fri;54;3;999;0;nonexistent;no
34;unemployed;single;university.degree;no;no;no;telephone;jun;mon;409;4;999;0;nonexistent;no
34;unemployed;married;university.degree;no;yes;no;telephone;sep;mon;113;5;999;0;nonexistent;no
34;unemployed;married;basic.4y;unknown;yes;no;cellular;nov;wed;98;1;999;1;failure;no
34;unemployed;single;university.degree;no;no;no;cellular;aug;wed;484;1;999;0;nonexistent;no
34;unemployed;married;university.degree;no;yes;no;telephone;nov;mon;155;1;999;0;nonexistent;no
34;unemployed;married;high.school;no;yes;yes;cellular;jul;wed;41;5;999;0;nonexistent;no
34;unemployed;single;high.school;no;no;no;telephone;may;wed;127;8;999;0;nonexistent;no
34;unemployed;single;high.school;no;yes;no;cellular;may;wed;937;3;999;0;nonexistent;yes
34;unemployed;married;basic.9y;unknown;yes;no;cellular;apr;fri;153;3;999;0;nonexistent;no
49;management;married;university.degree;no;yes;no;cellular;apr;thu;44;1;999;0;nonexistent;no
49;management;divorced;university.degree;no;no;no;telephone;may;wed;675;1;999;0;nonexistent;no
49;management;divorced;university.degree;no;yes;yes;cellular;aug;tue;138;1;999;0;nonexistent;no
49;management;married;university.degree;no;no;no;telephone;jun;thu;216;2;999;0;nonexistent;no
49;management;married;university.degree;no;yes;no;telephone;jul;tue;336;4;999;0;nonexistent;no
49;management;married;university.degree;no;yes;no;cellular;nov;tue;116;1;999;0;nonexistent;no
49;management;married;high.school;no;no;no;telephone;jun;fri;9;13;999;0;nonexistent;no
49;management;married;university.degree;unknown;no;yes;cellular;jul;tue;606;2;999;0;nonexistent;no
49;management;married;university.degree;no;no;no;cellular;apr;thu;289;1;999;1;failure;no
49;management;married;university.degree;no;yes;no;telephone;may;wed;135;2;999;0;nonexistent;no
24;student;single;professional.course;no;yes;no;cellular;apr;thu;413;1;999;0;nonexistent;yes
24;student;single;high.school;no;no;no;cellular;aug;fri;65;1;999;2;failure;no
24;student;single;high.school;no;no;no;cellular;may;mon;557;1;999;0;nonexistent;no
24;student;single;high.school;no;yes;no;telephone;aug;fri;359;1;999;0;nonexistent;no
24;student;single;unknown;no;yes;no;cellular;nov;wed;285;2;3;3;success;yes
24;student;single;high.school;unknown;no;no;cellular;jul;tue;1111;1;999;0;nonexistent;no
24;student;married;university.degree;no;no;no;telephone;may;tue;139;3;999;0;nonexistent;no
24;student;single;high.school;no;no;no;cellular;jun;tue;253;1;999;0;nonexistent;no
24;student;single;unknown;no;yes;yes;telephone;sep;wed;663;1;10;1;success;no
24;student;single;unknown;no;yes;no;cellular;oct;fri;460;1;999;0;nonexistent;yes
48;self-employed;married;university.degree;unknown;yes;no;telephone;may;thu;750;2;999;0;nonexistent;no
48;self-employed;married;university.degree;unknown;no;no;telephone;may;tue;138;8;999;0;nonexistent;no
48;self-employed;married;university.degree;no;no;no;telephone;jun;fri;467;3;999;0;nonexistent;yes
48;self-employed;married;basic.9y;unknown;yes;no;telephone;jun;thu;461;2;999;0;nonexistent;no
48;self-employed;married;university.degree;no;yes;no;cellular;nov;tue;141;2;999;1;failure;no
48;self-employed;divorced;university.degree;no;no;no;cellular;aug;fri;222;4;999;0;nonexistent;yes
48;self-employed;married;basic.9y;unknown;yes;no;telephone;may;tue;318;2;999;0;nonexistent;no
48;self-employed;married;university.degree;no;no;no;cellular;aug;thu;135;1;4;3;success;no
48;self-employed;married;basic.9y;unknown;no;no;telephone;jun;fri;246;4;999;0;nonexistent;no
48;self-employed;married;university.degree;unknown;no;no;cellular;jul;mon;191;2;999;0;nonexistent;no
83;retired;divorced;basic.4y;no;no;no;cellular;nov;tue;242;1;3;3;success;yes
83;retired;married;unknown;no;yes;no;cellular;sep;fri;369;1;999;0;nonexistent;no
83;retired;divorced;basic.4y;no;yes;no;cellular;sep;thu;405;3;999;0;nonexistent;no
83;retired;married;university.degree;no;no;no;telephone;jul;tue;617;1;12;1;success;yes
83;retired;married;university.degree;no;yes;no;cellular;jul;tue;178;1;6;2;success;yes
83;retired;married;basic.9y;no;no;no;cellular;oct;fri;138;2;999;0;nonexistent;no
83;retired;married;high.school;no;yes;no;cellular;dec;thu;96;1;999;0;nonexistent;no
83;retired;divorced;basic.4y;no;no;yes;cellular;jun;fri;472;2;999;0;nonexistent;yes
83;retired;married;professional.course;no;yes;no;cellular;oct;fri;849;2;4;1;success;yes
83;retired;married;basic.9y;no;yes;yes;cellular;may;fri;74;1;3;3;failure;no
53;housemaid;married;basic.4y;unknown;no;no;telephone;may;mon;245;3;999;0;nonexistent;no
53;housemaid;divorced;basic.4y;no;yes;no;telephone;may;fri;422;9;999;0;nonexistent;no
53;housemaid;married;basic.4y;unknown;no;no;cellular;jul;tue;165;20;999;0;nonexistent;no
53;housemaid;married;high.school;no;no;yes;cellular;jun;thu;147;1;999;2;failure;yes
53;housemaid;married;basic.6y;unknown;unknown;unknown;cellular;apr;mon;372;2;999;0;nonexistent;no
53;housemaid;married;basic.4y;no;yes;no;cellular;jun;tue;245;2;999;0;nonexistent;yes
53;housemaid;married;basic.4y;no;yes;no;telephone;may;tue;257;1;999;0;nonexistent;no
53;housemaid;married;basic.4y;no;unknown;unknown;telephone;jun;tue;259;1;999;0;nonexistent;no
53;housemaid;married;basic.4y;unknown;yes;no;telephone;aug;thu;51;7;999;0;nonexistent;no
53;housemaid;married;professional.course;unknown;yes;no;telephone;jun;mon;251;4;999;0;nonexistent;no
87;retired;divorced;basic.4y;no;no;no;cellular;aug;fri;273;1;999;0;nonexistent;yes
29;management;divorced;basic.9y;no;yes;yes;cellular;may;wed;117;2;999;0;nonexistent;no
29;management;single;university.degree;no;no;no;telephone;jun;tue;161;1;999;0;nonexistent;no
29;management;divorced;basic.9y;no;yes;no;cellular;jun;tue;72;1;999;0;nonexistent;no
29;management;single;university.degree;no;no;no;cellular;nov;wed;802;1;999;0;nonexistent;yes
29;management;single;university.degree;no;yes;no;cellular;nov;fri;155;7;999;0;nonexistent;no
29;management;married;university.degree;no;yes;yes;cellular;aug;tue;116;2;999;0;nonexistent;no
29;management;single;university.degree;no;no;no;telephone;jun;tue;342;2;999;0;nonexistent;no
29;management;single;university.degree;no;yes;yes;telephone;may;mon;207;3;999;0;nonexistent;no
29;management;single;university.degree;no;no;no;cellular;nov;tue;232;1;999;1;failure;no
29;management;single;university.degree;no;no;no;cellular;oct;mon;94;1;999;2;failure;no
53;services;married;unknown;unknown;yes;no;cellular;jul;mon;60;1;999;0;nonexistent;no
53;services;divorced;university.degree;no;no;yes;telephone;may;fri;252;1;999;0;nonexistent;no
53;services;divorced;basic.9y;no;yes;no;cellular;jul;fri;503;2;999;0;nonexistent;no
53;services;married;high.school;no;yes;no;telephone;may;wed;9;9;999;0;nonexistent;no
53;services;married;high.school;no;yes;no;cellular;aug;wed;406;1;999;0;nonexistent;yes
53;services;married;university.degree;no;no;no;cellular;may;fri;136;1;999;1;failure;no
53;services;married;high.school;unknown;no;no;telephone;may;thu;113;2;999;0;nonexistent;no
53;services;married;unknown;no;yes;no;cellular;jun;tue;327;1;999;0;nonexistent;no
53;services;married;basic.9y;no;yes;no;telephone;jul;tue;723;2;999;0;nonexistent;no
53;services;divorced;university.degree;no;yes;no;telephone;may;tue;22;16;999;0;nonexistent;no
43;admin.;married;high.school;no;yes;no;cellular;may;fri;126;2;999;1;failure;no
43;admin.;married;university.degree;no;yes;no;cellular;nov;thu;197;2;999;0;nonexistent;no
43;admin.;single;university.degree;no;yes;no;cellular;aug;tue;837;2;999;0;nonexistent;yes
43;admin.;married;university.degree;no;yes;no;telephone;jul;tue;145;2;999;0;nonexistent;no
43;admin.;married;professional.course;no;yes;no;telephone;jun;thu;193;2;999;0;nonexistent;no
43;admin.;divorced;university.degree;no;yes;no;cellular;nov;fri;741;4;999;2;failure;yes
43;admin.;married;university.degree;no;no;no;cellular;nov;wed;97;1;999;0;nonexistent;no
43;admin.;single;high.school;no;yes;no;cellular;jul;fri;110;1;999;0;nonexistent;no
43;admin.;married;high.school;no;yes;no;cellular;mar;thu;265;1;999;0;nonexistent;yes
43;admin.;married;university.degree;no;no;no;cellular;nov;mon;222;2;999;0;nonexistent;no
25;management;single;university.degree;no;yes;no;cellular;may;mon;362;5;999;0;nonexistent;no
25;management;married;university.degree;no;no;no;cellular;may;thu;506;2;999;0;nonexistent;no
25;management;single;basic.4y;no;no;no;telephone;may;tue;186;4;999;0;nonexistent;no
25;management;single;university.degree;no;no;no;cellular;jul;tue;125;3;999;0;nonexistent;no
25;management;married;university.degree;no;yes;no;telephone;nov;wed;268;1;999;0;nonexistent;yes
25;management;single;university.degree;no;yes;yes;cellular;jul;fri;114;5;999;0;nonexistent;no
89;retired;divorced;basic.4y;no;no;no;cellular;jun;mon;245;1;999;0;nonexistent;yes
89;retired;divorced;basic.4y;no;yes;no;cellular;sep;tue;314;1;999;0;nonexistent;yes
41;services;married;high.school;no;yes;no;cellular;jul;mon;82;2;999;0;nonexistent;no
41;services;married;high.school;unknown;no;no;telephone;jun;mon;33;21;999;0;nonexistent;no
41;services;single;high.school;unknown;yes;no;cellular;may;mon;63;1;999;0;nonexistent;no
41;services;married;basic.9y;no;yes;no;telephone;jun;wed;324;2;999;0;nonexistent;no
41;services;married;high.school;no;yes;yes;cellular;apr;wed;301;1;999;1;failure;no
41;services;married;high.school;no;no;no;telephone;may;fri;911;2;999;0;nonexistent;no
41;services;divorced;basic.9y;no;yes;no;telephone;jun;mon;192;4;999;0;nonexistent;no
41;services;single;high.school;no;no;no;cellular;apr;wed;134;1;999;0;nonexistent;no
41;services;married;university.degree;no;no;no;telephone;may;thu;158;1;999;0;nonexistent;no
41;services;married;high.school;no;no;no;telephone;may;tue;177;2;999;0;nonexistent;no
39;retired;single;high.school;no;yes;no;telephone;may;wed;448;1;999;0;nonexistent;no
39;retired;single;basic.6y;unknown;yes;no;cellular;may;wed;466;1;999;0;nonexistent;no
39;retired;single;high.school;no;no;no;telephone;may;thu;109;4;999;0;nonexistent;no
39;retired;divorced;basic.4y;no;yes;no;cellular;may;tue;188;1;999;0;nonexistent;no
39;retired;divorced;basic.4y;no;yes;yes;cellular;may;tue;209;2;999;1;failure;no
65;admin.;married;university.degree;no;yes;no;cellular;may;fri;407;3;999;1;failure;yes
65;admin.;married;university.degree;no;yes;no;cellular;oct;thu;120;1;999;0;nonexistent;no
65;management;married;university.degree;no;no;no;telephone;may;mon;1076;3;6;1;success;yes
65;management;married;high.school;no;yes;no;cellular;jul;thu;117;1;999;2;failure;no
65;management;married;university.degree;no;yes;no;cellular;jul;mon;183;1;999;2;failure;yes
65;management;married;unknown;no;yes;no;telephone;dec;wed;207;3;999;1;failure;yes
32;unknown;married;basic.6y;unknown;yes;no;telephone;may;tue;290;1;999;0;nonexistent;no
32;unknown;single;professional.course;no;yes;no;telephone;jul;thu;73;1;999;0;nonexistent;no
32;unknown;married;basic.9y;no;no;no;cellular;aug;thu;390;3;999;0;nonexistent;no
32;unknown;single;professional.course;no;no;no;cellular;jul;thu;2029;1;999;0;nonexistent;yes
32;unknown;unknown;university.degree;no;yes;yes;telephone;may;tue;40;1;999;0;nonexistent;no
32;unknown;married;basic.6y;unknown;no;no;telephone;may;tue;39;2;999;0;nonexistent;no
32;unknown;single;basic.6y;no;yes;no;telephone;jun;wed;62;2;999;0;nonexistent;no
32;unknown;single;high.school;no;yes;no;cellular;oct;fri;267;1;999;0;nonexistent;no
32;unknown;unknown;university.degree;no;yes;yes;telephone;may;thu;221;2;999;0;nonexistent;no
32;unknown;unknown;university.degree;no;no;no;telephone;jun;thu;36;7;999;0;nonexistent;no
42;self-employed;married;university.degree;unknown;no;yes;cellular;jul;mon;95;2;999;0;nonexistent;no
42;self-employed;married;professional.course;unknown;no;no;cellular;may;fri;160;1;999;1;failure;no
42;self-employed;divorced;high.school;no;yes;no;cellular;may;tue;455;2;999;1;failure;no
42;self-employed;married;university.degree;no;yes;no;cellular;apr;thu;290;2;999;1;failure;no
42;self-employed;married;university.degree;unknown;yes;no;telephone;jun;wed;157;1;999;0;nonexistent;no
42;self-employed;married;university.degree;no;no;no;cellular;jul;mon;84;2;999;0;nonexistent;no
42;self-employed;single;university.degree;no;yes;no;cellular;nov;mon;73;1;999;0;nonexistent;no
42;self-employed;single;university.degree;no;yes;no;cellular;aug;tue;133;6;999;0;nonexistent;no
42;self-employed;married;university.degree;no;yes;no;cellular;aug;fri;59;3;999;0;nonexistent;no
42;self-employed;married;basic.4y;unknown;yes;no;cellular;aug;thu;52;2;999;0;nonexistent;no
62;services;married;high.school;no;yes;no;cellular;nov;wed;154;5;999;0;nonexistent;no
70;technician;married;unknown;no;no;no;cellular;aug;thu;411;1;999;0;nonexistent;yes
27;blue-collar;single;basic.6y;no;no;no;telephone;may;mon;350;1;999;0;nonexistent;no
